budget_project_id,logic1_point,logic1_reason
5278,2.0,宿舎の確保は必要だが、outcomeが貸与戸数のみで、部隊の即応性向上にどのように寄与するかが不明確。
5356,4.0,情報収集と分析能力の向上が明確であり、outcomeが具体的な情報収集の効果を示している。
7546,2.0,試作品の製造が直接的な防衛能力向上に結びつくが、outcomeが試作完了数のみで、具体的な防衛効果が示されていない。
7569,3.0,データ分析による意思決定の迅速化は有用だが、outcomeが技術的課題の解明数のみで、具体的な意思決定の改善効果が不明確。
7492,2.0,SM-6の取得が防空能力向上に寄与するが、outcomeが取得艦船数のみで、具体的な防空能力の向上が示されていない。
5372,1.0,漁業補償や不動産購入が防衛施設の安定使用に寄与するが、outcomeが処理期間短縮日数のみで、実質的な効果が不明確。
5276,2.0,施設整備の必要性は理解できるが、outcomeが予算化割合のみで、具体的な整備効果が示されていない。
7496,3.0,UAVの整備が指揮官の状況判断に寄与するが、outcomeが配備数のみで、具体的な判断能力の向上が不明確。
7571,3.0,研究試作の実施が技術的課題の解明に寄与するが、outcomeが課題数のみで、具体的な技術向上の効果が不明確。
5249,2.0,護衛艦の取得が防衛力強化に寄与するが、outcomeが保有数のみで、具体的な防衛力の向上が示されていない。
7551,2.0,供試器材の購入が性能試験に寄与するが、outcomeが試験実施数量のみで、具体的な性能向上の効果が不明確。
5241,1.0,部隊支援の継続性は重要だが、outcomeが運用日数のみで、具体的な支援効果が不明確。
7532,3.0,研究試作が技術的課題の解明に寄与するが、outcomeが課題数のみで、具体的な技術向上の効果が不明確。
5389,2.0,米軍施設の整備が防衛協力に寄与するが、outcomeが事業着手数のみで、具体的な協力効果が不明確。
5147,2.0,燃料調達が任務遂行に寄与するが、outcomeが態勢保持日数のみで、具体的な任務遂行の効果が不明確。
5418,1.0,進学支援が予備自衛官の充足に寄与するが、outcomeが設定されておらず、具体的な効果が不明確。
5277,2.0,宿舎の買取が費用節約に寄与するが、outcomeが節約額のみで、具体的な効果が不明確。
5001,3.0,施設器材の整備が即応能力向上に寄与するが、outcomeが部隊数のみで、具体的な能力向上の効果が不明確。
5243,,
7599,,
5244,,
20471,,
7583,,
5403,,
5200,,
5171,,
5169,,
5230,,
20478,,
5364,,
7498,,
5118,,
5885,,
7518,,
5371,,
5366,,
5217,,
7523,,
5427,,
5253,,
7495,,
5326,,
7595,,
20698,,
7494,,
5228,,
5304,,
7575,,
7598,,
5237,,
5225,,
5299,,
5179,,
7553,,
7587,,
5157,,
5260,,
7585,,
5149,,
5175,,
7580,,
5320,,
5134,,
5579,,
5390,,
5374,,
7535,,
7493,,
5140,,
5143,,
5318,,
5884,,
7602,,
7594,,
5370,,
7589,,
7600,,
5417,,
5250,,
6359,,
7534,,
5279,,
7566,,
5207,,
5128,,
5394,,
20371,,
5414,,
20437,,
5150,,
5928,,
5234,,
5205,,
5233,,
7597,,
7533,,
7581,,
7502,,
5099,,
5931,,
7543,,
5924,,
5288,,
5168,,
5411,,
5564,2.0,セミナー動画の再生数やアンケート結果がアウトカムとして弱く、課題解決に直接つながるか不明。
2516,4.0,人材確保対策コーナーの就職率がアウトカムとして適切で、課題解決に寄与している。
2489,3.0,助成金による育児休業取得促進は良いが、継続就業率がアウトカムとして弱い。
2581,5.0,技能講習による就職率向上がアウトカムとして適切で、課題解決に直接つながっている。
2467,1.0,修繕による入居者数の増加がアウトカムとして不適切で、課題解決に直接つながらない。
3085,2.0,支給決定件数がアウトカムとして弱く、課題解決に直接つながるか不明。
2538,3.0,労働力移動の支援は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2507,2.0,研修会参加者数がアウトカムとして弱く、課題解決に直接つながるか不明。
2498,4.0,多言語コンタクトセンターの相談件数がアウトカムとして適切で、課題解決に寄与している。
2401,1.0,調査の有効回答率がアウトカムとして不適切で、課題解決に直接つながらない。
2447,3.0,コールセンターの対応割合は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2512,2.0,相談件数がアウトカムとして弱く、課題解決に直接つながるか不明。
2611,5.0,介護労働講習の就職率がアウトカムとして適切で、課題解決に直接つながっている。
2475,3.0,国際的な労使関係の理解促進は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2577,4.0,訓練手当による就職率がアウトカムとして適切で、課題解決に寄与している。
2629,5.0,職業訓練の就職率がアウトカムとして適切で、課題解決に直接つながっている。
2986,1.0,調査の公表数がアウトカムとして不適切で、課題解決に直接つながらない。
4434,4.0,船員の確保・育成がアウトカムとして適切で、課題解決に寄与している。
2410,2.0,英語版HPのアクセス件数がアウトカムとして弱く、課題解決に直接つながるか不明。
2602,5.0,就労支援の就職率がアウトカムとして適切で、課題解決に直接つながっている。
2537,3.0,助成金の支給対象人数は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2568,4.0,就職困難者の雇用促進がアウトカムとして適切で、課題解決に寄与している。
2492,3.0,助成金による継続就業率は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2627,2.0,訓練修了後の就職率がアウトカムとして弱く、課題解決に直接つながるか不明。
2558,3.0,アンケート評価は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2582,4.0,就職支援ナビゲーターの正社員就職者数がアウトカムとして適切で、課題解決に寄与している。
2418,2.0,説明会の満足度がアウトカムとして弱く、課題解決に直接つながるか不明。
2637,3.0,研修の評価は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2413,2.0,ポータルサイトの閲覧回数がアウトカムとして弱く、課題解決に直接つながるか不明。
6902,1.0,調査の公表数がアウトカムとして不適切で、課題解決に直接つながらない。
2595,3.0,アンケート評価は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2403,2.0,相談件数がアウトカムとして弱く、課題解決に直接つながるか不明。
2545,4.0,派遣契約の成立割合がアウトカムとして適切で、課題解決に寄与している。
2481,3.0,助成金による雇用継続は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2534,4.0,再就職支援の成果がアウトカムとして適切で、課題解決に寄与している。
2574,5.0,職業リハビリテーションの就職率がアウトカムとして適切で、課題解決に直接つながっている。
2571,4.0,就職率がアウトカムとして適切で、課題解決に寄与している。
2565,3.0,助成金による雇用機会創出は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2442,4.0,労働災害防止のアウトカムが適切で、課題解決に寄与している。
2554,3.0,アンケート評価は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2573,2.0,欠損補填率がアウトカムとして弱く、課題解決に直接つながるか不明。
7024,3.0,マッチング支援は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2535,4.0,助成金による雇用創出がアウトカムとして適切で、課題解決に寄与している。
2646,5.0,若年無業者の就職率がアウトカムとして適切で、課題解決に直接つながっている。
2552,3.0,助成金による雇用管理改善は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2414,2.0,届出件数がアウトカムとして弱く、課題解決に直接つながるか不明。
2988,1.0,調査の公表数がアウトカムとして不適切で、課題解決に直接つながらない。
2502,2.0,動画再生回数がアウトカムとして弱く、課題解決に直接つながるか不明。
2484,3.0,育児休業取得率は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2425,4.0,メンタルヘルス対策のアウトカムが適切で、課題解決に寄与している。
2553,2.0,利子補給金がアウトカムとして弱く、課題解決に直接つながるか不明。
2456,1.0,支払期間がアウトカムとして不適切で、課題解決に直接つながらない。
2600,3.0,職場定着率は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2399,4.0,外国人労働者の相談件数がアウトカムとして適切で、課題解決に寄与している。
2612,1.0,進捗率がアウトカムとして不適切で、課題解決に直接つながらない。
2515,3.0,就職率は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2455,2.0,成果目標がアウトカムとして弱く、課題解決に直接つながるか不明。
2522,3.0,説明会の理解度は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2463,1.0,処理期間がアウトカムとして不適切で、課題解決に直接つながらない。
5576,2.0,アンケート調査がアウトカムとして弱く、課題解決に直接つながるか不明。
2579,4.0,継続雇用率がアウトカムとして適切で、課題解決に寄与している。
2431,3.0,アンケート評価は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2406,2.0,報告書の使用回数がアウトカムとして弱く、課題解決に直接つながるか不明。
2604,1.0,欠損補填率がアウトカムとして不適切で、課題解決に直接つながらない。
2496,2.0,報告書の作成部数がアウトカムとして弱く、課題解決に直接つながるか不明。
2450,1.0,所要日数がアウトカムとして不適切で、課題解決に直接つながらない。
2411,3.0,教育の有意義さは良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
20597,2.0,報告書作成数がアウトカムとして弱く、課題解決に直接つながるか不明。
2518,4.0,就職率がアウトカムとして適切で、課題解決に寄与している。
2427,3.0,アンケート評価は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2437,2.0,休暇取得者数がアウトカムとして弱く、課題解決に直接つながるか不明。
2473,3.0,研究評価は良いが、アウトカムが曖昧で課題解決に直接つながるか不明。
2468,4.0,介護サービスの評価がアウトカムとして適切で、課題解決に寄与している。
2541,2.0,outcomeのstep間に飛躍があるため。
2523,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2419,1.0,outputが課題の解決に直接つながっていないため。
2639,2.0,outcomeが曖昧で、outputからの飛躍があるため。
2533,4.0,outputとoutcomeの関連性が比較的明確であるため。
2466,3.0,outcomeが曖昧だが、outputとの関連性はあるため。
2632,2.0,outputが課題解決に直接つながっていないため。
2462,1.0,outcomeが無理やり設定されており、本質的な意味がないため。
2527,4.0,outputとoutcomeの関連性が比較的明確であるため。
2592,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2609,2.0,outcomeのstep間に飛躍があるため。
2532,4.0,outputとoutcomeの関連性が比較的明確であるため。
2547,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2601,4.0,outputとoutcomeの関連性が比較的明確であるため。
2530,5.0,outputとoutcomeの関連性が非常に明確で、課題解決に直結しているため。
2572,1.0,outputが課題の解決に直接つながっていないため。
2412,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2432,2.0,outcomeのstep間に飛躍があるため。
4036,5.0,outputとoutcomeの関連性が非常に明確で、課題解決に直結しているため。
3079,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2421,2.0,outcomeのstep間に飛躍があるため。
2457,1.0,outputが課題の解決に直接つながっていないため。
2590,4.0,outputとoutcomeの関連性が比較的明確であるため。
7734,1.0,outcomeが無理やり設定されており、本質的な意味がないため。
2551,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2555,5.0,outputとoutcomeの関連性が非常に明確で、課題解決に直結しているため。
2479,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2603,4.0,outputとoutcomeの関連性が比較的明確であるため。
2253,2.0,outcomeのstep間に飛躍があるため。
2472,1.0,outputが課題の解決に直接つながっていないため。
3036,2.0,outcomeのstep間に飛躍があるため。
5587,1.0,outputが課題の解決に直接つながっていないため。
2454,5.0,outputとoutcomeの関連性が非常に明確で、課題解決に直結しているため。
2408,2.0,outcomeのstep間に飛躍があるため。
2583,4.0,outputとoutcomeの関連性が比較的明確であるため。
2491,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
7021,4.0,outputとoutcomeの関連性が比較的明確であるため。
7023,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
3003,1.0,outputが課題の解決に直接つながっていないため。
2606,4.0,outputとoutcomeの関連性が比較的明確であるため。
2524,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2398,2.0,outcomeのstep間に飛躍があるため。
2519,1.0,outputが課題の解決に直接つながっていないため。
2561,2.0,outcomeのstep間に飛躍があるため。
2626,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
7020,4.0,outputとoutcomeの関連性が比較的明確であるため。
2461,1.0,outputが課題の解決に直接つながっていないため。
2542,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
341,5.0,outputとoutcomeの関連性が非常に明確で、課題解決に直結しているため。
2520,2.0,outcomeのstep間に飛躍があるため。
2643,1.0,outputが課題の解決に直接つながっていないため。
2521,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2482,2.0,outcomeのstep間に飛躍があるため。
2596,4.0,outputとoutcomeの関連性が比較的明確であるため。
2452,1.0,outputが課題の解決に直接つながっていないため。
2487,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2460,1.0,outputが課題の解決に直接つながっていないため。
2459,1.0,outputが課題の解決に直接つながっていないため。
2511,4.0,outputとoutcomeの関連性が比較的明確であるため。
20279,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2426,2.0,outcomeのstep間に飛躍があるため。
2500,4.0,outputとoutcomeの関連性が比較的明確であるため。
2526,2.0,outcomeのstep間に飛躍があるため。
2562,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2647,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
20553,2.0,outcomeのstep間に飛躍があるため。
2402,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2486,2.0,outcomeのstep間に飛躍があるため。
2509,3.0,outputとoutcomeの関連性がやや弱いが、一定の整合性があるため。
2550,4.0,outputとoutcomeの関連性が比較的明確であるため。
5589,2.0,outcomeのstep間に飛躍があるため。
2619,5.0,outputとoutcomeの関連性が非常に明確で、課題解決に直結しているため。 
2648,2.0,ジョブ・カード作成者数がアウトカムとして弱く、キャリア形成の推進に直結しない。
2642,3.0,資格制度の活用促進が処遇改善に繋がる可能性はあるが、アウトカムが具体的でない。
2623,4.0,職業能力開発校の整備が就職率向上に寄与する可能性が高い。
2517,3.0,訓練受講者数の増加が直接的なアウトカムに繋がるか不明確。
2649,4.0,障害者の職業訓練が就職率向上に寄与する可能性が高い。
2409,2.0,健康管理システムの構築が直接的なアウトカムに繋がるか不明確。
2548,1.0,債権回収が本質的なアウトカムに繋がらない。
2528,2.0,アクセス件数の増加が直接的なアウトカムに繋がるか不明確。
2444,3.0,施設の修繕が業務の円滑化に寄与するが、アウトカムが具体的でない。
2469,1.0,休業補償の支給が本質的なアウトカムに繋がらない。
2483,2.0,調査の利用が制度見直しに繋がる可能性があるが、アウトカムが具体的でない。
397,1.0,調査票の回収率が本質的なアウトカムに繋がらない。
2549,4.0,雇用管理改善が離職率改善に寄与する可能性が高い。
2651,3.0,技能競技大会の開催が若年人材確保に繋がるか不明確。
2453,3.0,施設整備が職業訓練の効果に寄与するが、アウトカムが具体的でない。
2531,4.0,職業訓練が就職率向上に寄与する可能性が高い。
2563,3.0,テレワークの普及が労務管理改善に繋がるか不明確。
2985,2.0,調査の実施が政策立案に寄与する可能性があるが、アウトカムが具体的でない。
2415,2.0,集団指導が疾病発生件数の減少に繋がるか不明確。
2448,1.0,保険給付が本質的なアウトカムに繋がらない。
2564,3.0,シルバー人材センターの活動が高齢者の就業機会確保に寄与するが、アウトカムが具体的でない。
2465,1.0,援護費の支給が本質的なアウトカムに繋がらない。
2617,3.0,給付制度が生活安定に寄与するが、アウトカムが具体的でない。
2624,4.0,職業訓練が就職率向上に寄与する可能性が高い。
2557,3.0,助成金が中途採用拡大に寄与するが、アウトカムが具体的でない。
2443,3.0,産業医研修が労働環境改善に寄与するが、アウトカムが具体的でない。
2433,2.0,ポータルサイトの運営がハラスメント防止に繋がるか不明確。
2543,3.0,雇用管理研修が雇用環境改善に寄与するが、アウトカムが具体的でない。
2613,2.0,助成金支給が休暇取得支援に繋がるか不明確。
2594,4.0,トライアル雇用が就職困難者の雇用に寄与する可能性が高い。
2438,2.0,安全性の担保が労働災害減少に繋がるか不明確。
2638,4.0,職業訓練が就職率向上に寄与する可能性が高い。
2556,3.0,障害者訓練が就職率向上に寄与するが、アウトカムが具体的でない。
20047,1.0,システム構築が本質的なアウトカムに繋がらない。
2441,2.0,周知啓発が安全衛生対策に繋がるか不明確。
2620,2.0,調査の実施が教育訓練改善に繋がるか不明確。
2578,4.0,就労支援が出所者の就職率向上に寄与する可能性が高い。
2645,3.0,広報活動が就職支援に繋がるが、アウトカムが具体的でない。
2584,3.0,助成金が外国人労働者の定着に寄与するが、アウトカムが具体的でない。
2434,2.0,システム運用が業務効率化に繋がるか不明確。
2633,1.0,施設譲渡が本質的なアウトカムに繋がらない。
2525,3.0,認定制度が雇用管理改善に寄与するが、アウトカムが具体的でない。
2506,3.0,勤改センターの支援が労務管理改善に寄与するが、アウトカムが具体的でない。
2631,4.0,職業訓練が就職率向上に寄与する可能性が高い。
2501,3.0,制度導入が雇用管理改善に寄与するが、アウトカムが具体的でない。
2544,3.0,講習が雇用環境改善に寄与するが、アウトカムが具体的でない。
2585,4.0,就労支援が外国人労働者の就職率向上に寄与する可能性が高い。
7022,2.0,事例集作成が副業・兼業の促進に繋がるか不明確。
2490,3.0,女性活躍推進が雇用改善に寄与するが、アウトカムが具体的でない。
2499,4.0,キャリアアップ助成金が正規雇用促進に寄与する可能性が高い。
2430,2.0,講習会が安全対策に繋がるか不明確。
2618,1.0,研修会が本質的なアウトカムに繋がらない。
2504,3.0,指導員配置が雇用管理改善に寄与するが、アウトカムが具体的でない。
5730,1.0,調査が本質的なアウトカムに繋がらない。
2630,3.0,技能検定が労働者の能力向上に寄与するが、アウトカムが具体的でない。
6976,2.0,セミナーがワークエンゲージメント向上に繋がるか不明確。
2449,1.0,保険給付が本質的なアウトカムに繋がらない。
2997,3.0,指定講座が就職率向上に寄与するが、アウトカムが具体的でない。
2470,1.0,援護金支給が本質的なアウトカムに繋がらない。
2575,2.0,施設整備が就職支援に繋がるか不明確。
2514,3.0,セミナーが就職促進に寄与するが、アウトカムが具体的でない。
2488,3.0,助成金が女性活躍推進に寄与するが、アウトカムが具体的でない。
2513,4.0,就職支援が子育て中の女性の就職率向上に寄与する可能性が高い。
2446,2.0,シンポジウムが過労死防止に繋がるか不明確。
2424,3.0,研修が健康確保に寄与するが、アウトカムが具体的でない。
2407,2.0,データベース登録が技能講習の効果に繋がるか不明確。
2529,2.0,アクセス件数の増加が就職支援に繋がるか不明確。
3035,3.0,助成金が不妊治療中の労働者の雇用継続に寄与するが、アウトカムが具体的でない。
2485,3.0,ガイドラインの周知がテレワークの適正化に寄与するが、アウトカムが具体的でない。
2989,2.0,研究が労働政策に寄与するか不明確。
2546,3.0,技能訓練が船員の能力向上に寄与するが、アウトカムが具体的でない。
2458,1.0,医療給付が本質的なアウトカムに繋がらない。
2628,4.0,助成金が人材育成に寄与する可能性が高い。
583,4.0,outputとoutcomeの間に飛躍はないが、outcomeの設定がやや曖昧。
3350,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
7680,1.0,outcomeが不明確で、outputからの飛躍が大きい。
5874,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
3239,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
5914,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3280,5.0,outputとoutcomeの関連性が強く、具体的な成果が期待できる。
3195,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3132,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
7671,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
1046,1.0,outcomeが不明確で、outputからの飛躍が大きい。
20888,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
5941,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
7662,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3343,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3493,5.0,outputとoutcomeの関連性が強く、具体的な成果が期待できる。
3339,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
7657,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
3204,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3387,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3447,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
7773,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3175,1.0,outcomeが不明確で、outputからの飛躍が大きい。
5947,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
5938,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3398,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
3216,1.0,outcomeが不明確で、outputからの飛躍が大きい。
3220,1.0,outcomeが不明確で、outputからの飛躍が大きい。
601,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
3252,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
20885,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3302,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3187,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3190,5.0,outputとoutcomeの関連性が強く、具体的な成果が期待できる。
3189,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
20896,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
7042,5.0,outputとoutcomeの関連性が強く、具体的な成果が期待できる。
3243,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3462,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3279,5.0,outputとoutcomeの関連性が強く、具体的な成果が期待できる。
661,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
5873,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
7081,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3465,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
5926,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
7676,1.0,outcomeが不明確で、outputからの飛躍が大きい。
3271,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3207,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
3214,1.0,outcomeが不明確で、outputからの飛躍が大きい。
3378,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
7344,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3464,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3401,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
3487,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
587,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3200,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3499,5.0,outputとoutcomeの関連性が強く、具体的な成果が期待できる。
3379,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
7073,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
5904,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3194,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3254,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
3338,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3191,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3286,5.0,outputとoutcomeの関連性が強く、具体的な成果が期待できる。
7033,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3408,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3384,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3375,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3428,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3198,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
7677,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
7034,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
7782,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
20832,1.0,outcomeが不明確で、outputからの飛躍が大きい。
3352,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
664,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
20835,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3351,1.0,outcomeが不明確で、outputからの飛躍が大きい。
3183,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
7783,1.0,outcomeが不明確で、outputからの飛躍が大きい。
7672,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
7326,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3403,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
7067,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
3261,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
866,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3292,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3236,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3357,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3336,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3205,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
7070,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
598,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
3290,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3371,5.0,outputとoutcomeの関連性が強く、具体的な成果が期待できる。
20074,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
7651,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
606,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
5930,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
7660,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
20076,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
5902,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
20874,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3264,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
3359,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3418,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
20869,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3300,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3395,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
20864,5.0,outputとoutcomeの関連性が強く、具体的な成果が期待できる。
3358,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
5867,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3223,1.0,outcomeが不明確で、outputからの飛躍が大きい。
567,4.0,outputとoutcomeの関連性があり、具体的な成果が期待できる。
3337,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
588,2.0,outputとoutcomeの関連性が弱く、具体的な成果が見えにくい。
7064,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
5955,2.0,outcomeが曖昧で、outputからの飛躍がある。
3366,3.0,outputとoutcomeの関連性はあるが、具体性に欠ける。
7652,2.0,outcomeが曖昧で、outputからの飛躍がある。
3388,4.0,outputとoutcomeの関連性が明確で、技術開発の実施が具体的。
3446,3.0,outputとoutcomeの関連性はあるが、具体性に欠ける。
20058,4.0,outputとoutcomeの関連性が明確で、具体的な取組が示されている。
7032,2.0,outcomeが曖昧で、outputからの飛躍がある。
3477,3.0,outputとoutcomeの関連性はあるが、具体性に欠ける。
581,1.0,outcomeが曖昧で、outputからの飛躍がある。
3123,4.0,outputとoutcomeの関連性が明確で、具体的な取組が示されている。
20820,2.0,outcomeが曖昧で、outputからの飛躍がある。
